Popup;Enlarge;Panel
10.7067;11.32002;10.90512
10.70631;11.31207;10.90533
10.70631;11.30137;10.90543
10.70583;11.29171;10.90514
10.70552;11.28099;10.90499
10.70552;11.25615;10.90467
10.7051;11.24339;10.90461
10.70443;11.23007;10.9046
10.70443;11.21685;10.90502
10.70296;11.20412;10.90578
10.70296;11.19182;10.90578
10.7014;11.17939;10.9061
10.70061;11.16872;10.90634
10.69977;11.15877;10.90598
10.69977;11.15003;10.90505
10.70006;11.15003;10.89731
10.70006;11.13296;10.89249
10.70087;11.12401;10.89249
10.70087;11.11499;10.88696
10.70134;11.10583;10.87361
10.70206;11.09708;10.86669
10.70275;11.08867;10.86669
10.70305;11.07347;10.86013
10.70264;11.06861;10.85325
10.70264;11.06861;10.84798
10.70222;11.05755;10.83948
10.70205;11.05755;10.8355
10.70197;11.05071;10.8355
10.70162;11.05071;10.83178
10.70152;11.04685;10828
10.70152;11.04428;10.82554
10.70102;11.03928;10.82233
10.70083;11.03399;10.82034
10.70059;11.02388;10.82034
10.70056;11.01809;10.8187
10.70056;11.01253;10.81761
10.70036;11.00546;10.81683
10.70036;10.99846;10.81921
10.70034;10.9902;10.81921
10.70027;10.9821;10.82104
10.69988;10.97379;10.82323
10.69988;10.96489;10.82525
10.69979;10.95713;10.82852
10.69954;10.94944;10.82852
10.69919;10.94123;10.83012
10.69893;10.93128;10.83164
10.69873;10.92152;10.83263
10.69855;10.91115;10.83391
10.69841;10.90012;10.83716
10.69825;10.88944;10.83716
10.69815;10.88004;10.83794
10.69799;10.86228;10.83867
10.69769;10.86228;10.83918
10.6976;10.85561;10.8405
10.6976;10.85045;10.8405
10.69738;10.84579;10.84088
10.69727;10.8356;10.84172
10.69725;10.8356;10.84287
10.69722;10.82989;10.84354
10.69722;10.82441;10.84488
10.69701;10.81849;10.84488
10.69739;10.80228;10.84567
10.69739;10.80228;10.84599
10.69801;10.79728;10.84672
10.69801;10.7928;10.84742
10.6978;10.78864;10.84983
10.69787;10.78489;10.84983
10.69796;10.78299;10.85015
10.69771;10.7806;10.85076
10.69772;10.77883;10.8513
10.69787;10.7783;10.85158
10.69787;10.77711;10.85218
10.69791;10.77622;10.85275
10.69762;10.77684;10.85275
10.69752;10.77694;10.8538
10.69737;10.77707;10.8538
